university,sex,age,address,motherEducation,fatherEducation,reason,travelTime,studyTime,failures,universitySupport,paid,higher,internet,romantic,freeTime,goOut,Dalc,Walc,absences,EPSGrade,DSGrade,finalGrade
PR,M,18,U,2,1,course,4,2,0,yes,yes,yes,yes,yes,3,2,4,5,14,10,8,9
PR,F,17,U,2,1,course,2,3,0,no,no,yes,yes,yes,2,3,1,2,10,12,10,12
PR,F,17,U,4,3,reputation,1,2,0,no,no,yes,yes,yes,2,3,1,2,14,13,13,14
PR,M,17,R,2,2,course,2,2,0,no,yes,yes,yes,no,5,2,1,1,4,11,11,11
PR,M,17,U,4,4,reputation,1,2,0,yes,no,yes,yes,yes,5,5,1,3,14,11,9,9
PR,M,16,U,4,4,reputation,1,2,0,no,yes,yes,yes,no,2,4,2,4,2,14,13,13
PR,M,16,U,1,1,home,2,2,0,no,yes,yes,yes,no,4,2,1,1,18,9,7,6
PR,M,16,U,3,2,reputation,2,3,0,no,no,yes,yes,yes,3,3,1,3,10,11,9,10
PR,M,17,U,2,2,home,1,2,0,no,yes,yes,yes,yes,4,2,5,5,4,14,13,13
PR,F,16,U,2,1,home,1,1,0,no,no,yes,yes,yes,5,2,1,1,20,13,12,12
PR,F,17,R,2,1,course,3,2,0,no,no,yes,no,no,1,1,1,1,2,13,11,11
PR,M,18,U,2,2,reputation,1,2,1,no,no,no,yes,no,5,4,3,5,0,7,7,0
PR,M,17,U,4,3,course,2,2,0,no,no,yes,yes,yes,5,5,1,4,14,12,12,12
PR,M,17,R,4,4,course,2,2,0,no,yes,yes,yes,no,3,3,2,3,2,10,11,12
PR,M,16,U,4,3,course,1,1,0,no,no,yes,yes,no,4,5,1,1,0,6,0,0
PR,M,16,U,4,4,course,1,1,0,no,no,yes,yes,no,3,2,1,2,0,13,12,12
PR,F,18,U,2,1,course,2,3,0,no,yes,yes,yes,yes,4,4,1,1,0,7,0,0
PR,M,16,U,2,1,course,3,1,0,no,no,yes,yes,no,3,3,1,1,6,18,18,18
PR,M,17,U,2,3,course,2,1,0,no,no,yes,yes,no,2,2,1,1,4,12,12,13
PR,M,22,U,3,1,home,1,1,3,no,no,no,yes,yes,4,5,5,5,16,6,8,8
PR,M,18,R,3,3,course,1,2,1,no,no,yes,yes,yes,3,3,1,3,8,3,5,5
PR,M,16,U,0,2,home,1,1,0,no,yes,yes,yes,no,3,2,2,4,0,13,15,15
PR,M,18,U,3,2,course,2,1,1,no,no,no,yes,no,4,5,2,4,0,6,8,8
PR,M,16,U,3,3,reputation,3,2,0,yes,no,yes,yes,no,3,3,1,3,6,7,10,10
PR,M,18,U,2,1,home,1,1,1,no,no,no,yes,no,2,5,2,5,4,6,9,8
PR,M,16,R,2,1,course,2,1,0,no,no,yes,no,no,3,2,1,3,0,8,9,8
PR,M,17,R,2,1,course,1,1,0,no,no,yes,yes,no,4,2,2,4,0,8,12,12
PR,M,17,U,1,1,course,2,1,1,no,no,yes,yes,no,4,4,1,2,2,7,9,8
PR,F,17,U,4,2,reputation,1,4,0,no,yes,yes,yes,no,2,3,1,1,6,14,12,13
PR,M,19,U,4,3,reputation,1,2,0,no,no,yes,yes,no,3,1,1,1,12,11,11,11
PR,M,18,U,2,1,home,1,2,0,no,no,yes,yes,no,2,4,1,2,8,15,14,14
PR,F,17,U,2,2,course,1,4,0,no,yes,yes,yes,yes,4,1,1,1,0,10,9,0
PR,F,18,U,4,3,home,1,2,0,no,yes,yes,yes,yes,1,2,1,3,21,17,18,18
PR,M,18,U,4,3,course,1,2,0,no,yes,yes,yes,no,3,2,1,1,2,8,8,8
PR,M,18,R,3,2,course,1,3,0,no,no,yes,no,no,3,2,1,1,1,13,12,12
PR,F,17,U,3,3,home,1,3,0,no,no,yes,no,no,2,3,1,1,4,10,9,9
PR,F,18,U,2,2,home,1,3,0,no,yes,yes,yes,yes,3,3,1,1,0,9,10,0
PR,M,18,R,3,4,reputation,2,2,0,no,yes,yes,yes,no,2,5,3,4,13,17,17,17
PR,M,17,U,3,1,home,1,2,0,no,yes,yes,yes,yes,4,4,3,4,2,9,9,10
PR,F,18,R,4,4,reputation,2,2,0,no,yes,yes,yes,no,3,4,2,2,8,12,10,11
PR,M,18,U,4,2,reputation,1,2,0,no,yes,yes,yes,yes,4,5,1,3,10,10,9,10
PR,F,18,R,2,1,reputation,2,2,0,no,no,no,yes,yes,3,5,1,2,0,6,0,0
PR,F,19,U,3,3,home,1,2,2,no,yes,yes,yes,no,3,5,3,3,15,9,9,9
PR,F,18,U,2,3,reputation,1,4,0,no,yes,yes,yes,yes,5,5,1,3,4,15,14,14
PR,F,18,U,1,1,home,2,2,0,no,yes,yes,no,no,4,3,1,1,2,11,11,11
PR,M,17,R,1,2,home,1,2,0,no,yes,yes,no,yes,5,2,2,2,2,15,14,14
PR,F,17,U,2,4,reputation,2,2,0,no,yes,yes,yes,yes,3,3,1,1,2,10,10,10
PR,F,17,U,2,2,course,2,2,0,yes,yes,yes,yes,yes,4,4,2,3,6,12,12,12
PR,F,18,R,3,2,home,2,2,0,no,no,no,yes,yes,1,1,1,1,75,10,9,9
PR,M,18,U,4,4,home,2,1,0,no,yes,yes,yes,no,2,4,1,4,22,9,9,9
PR,F,18,U,4,4,reputation,1,2,1,yes,no,yes,yes,yes,4,4,1,1,15,9,8,8
PR,M,18,U,4,3,course,2,1,0,no,yes,yes,yes,no,2,3,1,2,8,10,11,10
PR,M,17,U,4,1,home,2,1,0,no,yes,yes,yes,yes,5,4,2,4,30,8,8,8
PR,M,17,U,3,2,home,1,1,1,no,no,yes,yes,no,4,4,3,4,19,11,9,10
PR,F,18,R,1,1,reputation,2,4,0,no,yes,yes,no,no,2,2,1,1,1,12,12,12
PR,F,18,U,1,1,home,2,2,0,yes,no,yes,yes,no,4,4,1,1,4,8,9,10
PR,F,17,U,2,2,course,1,2,0,no,no,yes,yes,no,4,5,1,2,4,10,9,11
PR,M,17,U,1,1,reputation,1,2,0,no,yes,yes,yes,no,3,3,1,2,2,12,10,11
PR,F,18,U,2,2,home,1,3,0,no,yes,yes,yes,no,3,3,1,2,5,18,18,19
PR,F,17,U,1,1,reputation,1,3,0,no,yes,yes,yes,no,3,3,1,1,6,13,12,12
PR,M,18,U,2,1,reputation,1,3,0,no,yes,yes,yes,no,2,4,1,3,6,15,14,14
PR,M,18,U,4,4,reputation,1,2,0,no,yes,yes,yes,no,4,3,1,1,9,15,13,15
PR,M,18,U,4,2,home,1,2,0,no,yes,yes,yes,yes,3,2,1,4,11,12,11,11
PR,F,17,U,4,3,reputation,1,3,0,no,yes,yes,yes,no,2,2,1,2,0,15,15,15
PR,F,18,U,2,1,reputation,1,2,1,no,no,yes,yes,yes,4,3,1,1,12,12,12,13
PR,F,17,R,3,1,reputation,2,4,0,no,yes,yes,no,no,1,2,1,1,6,18,18,18
PR,M,18,R,3,2,reputation,2,3,0,no,yes,yes,yes,no,4,2,1,1,8,14,13,14
PR,M,17,U,3,3,home,1,1,0,no,yes,yes,yes,no,4,3,1,3,4,14,12,11
PR,F,19,U,4,4,reputation,2,2,0,no,yes,yes,yes,no,3,4,2,3,0,10,9,0
PR,F,18,U,4,3,home,2,2,0,no,yes,yes,yes,yes,4,5,1,2,10,10,8,8
PR,F,18,U,4,3,reputation,1,4,0,no,yes,yes,yes,no,3,3,1,1,0,14,13,14
PR,M,18,U,4,4,home,1,1,0,no,yes,yes,yes,yes,4,2,2,2,5,16,15,16
PR,F,18,U,4,4,home,1,2,0,no,no,yes,yes,yes,2,4,1,1,14,12,10,11
PR,M,17,U,4,4,home,2,1,0,no,yes,yes,yes,no,1,1,2,2,0,11,11,10
PR,F,17,U,4,2,reputation,2,3,0,no,yes,yes,yes,no,3,3,1,1,0,15,12,14
PR,F,17,U,3,2,reputation,1,4,0,no,yes,yes,yes,no,2,2,1,2,0,17,17,18
PR,M,19,U,3,3,home,1,2,1,no,no,yes,yes,yes,4,4,1,1,20,15,14,13
PR,F,18,U,2,4,reputation,1,2,1,no,yes,yes,yes,no,4,3,1,1,8,14,12,12
PR,M,20,U,3,2,course,1,1,0,no,no,yes,no,no,5,3,1,1,0,17,18,18
PR,M,19,U,4,4,reputation,2,1,1,no,yes,yes,yes,yes,3,4,1,1,38,8,9,8
PR,M,19,R,3,3,reputation,1,2,1,no,no,yes,no,yes,5,3,1,2,0,15,12,12
PR,F,19,U,1,1,reputation,1,2,1,yes,no,yes,yes,no,4,3,1,3,18,12,10,10
PR,F,19,U,1,2,home,1,2,1,no,no,yes,no,yes,2,4,2,2,0,9,9,0
PR,F,19,U,2,1,course,3,2,0,no,no,no,yes,yes,4,1,1,1,20,14,12,13
PR,M,19,U,1,2,course,1,2,1,no,no,yes,yes,no,5,2,2,2,3,13,11,11
PR,F,19,U,3,2,reputation,2,2,1,no,yes,yes,yes,yes,2,2,1,2,22,13,10,11
PR,F,19,U,1,1,home,1,3,2,no,no,yes,yes,yes,1,2,1,1,14,15,13,13
PR,F,19,R,2,3,reputation,1,3,1,no,no,yes,yes,yes,1,2,1,1,40,13,11,11
PR,F,18,U,2,1,course,2,2,0,no,yes,yes,yes,no,3,3,1,2,0,8,8,0
PR,F,18,U,4,3,course,1,3,0,no,yes,yes,yes,yes,3,4,1,1,9,9,10,9
PR,F,17,R,3,4,course,1,3,0,no,yes,yes,yes,no,3,4,2,5,0,11,11,10
PR,F,18,U,4,4,course,1,2,0,no,yes,yes,yes,no,4,4,3,3,2,11,11,11
PR,F,17,U,4,3,course,1,2,0,no,yes,yes,yes,yes,2,2,1,2,23,13,13,13
PR,F,17,U,2,2,course,1,2,0,no,no,yes,no,yes,2,2,1,1,12,11,9,9
PR,F,17,R,2,2,course,1,3,0,no,yes,yes,yes,no,3,2,2,2,3,11,11,11
PR,F,17,U,3,1,course,1,3,0,no,no,yes,yes,no,4,3,2,3,1,12,14,15
PR,F,17,U,0,2,home,2,3,0,no,no,yes,yes,no,3,3,2,3,0,16,15,15
PR,M,18,U,4,4,course,1,3,0,no,no,yes,yes,no,3,3,2,2,3,9,12,11
PR,M,17,U,3,3,reputation,1,1,0,no,no,yes,yes,no,3,5,3,5,3,14,15,16
PR,M,17,R,2,2,course,4,1,0,no,no,yes,yes,no,4,5,5,5,8,11,10,10
PR,F,17,U,4,4,course,1,3,0,no,yes,yes,yes,no,4,4,1,3,7,10,9,9
PR,F,17,U,4,4,course,2,3,0,no,yes,yes,yes,yes,3,3,1,2,4,14,14,14
PR,M,18,U,2,2,course,1,4,0,no,no,yes,yes,no,5,5,2,4,2,9,8,8
PR,F,17,R,2,4,course,1,3,0,no,no,yes,yes,yes,4,3,1,1,7,12,14,14
PR,F,18,U,3,3,home,1,2,0,no,no,yes,yes,no,3,4,1,1,0,7,0,0
PR,F,18,U,2,2,home,1,2,0,no,no,yes,yes,yes,3,3,1,1,0,8,8,0
PR,F,18,R,2,2,course,2,4,0,no,no,yes,no,no,4,4,1,1,0,10,9,0
PR,F,17,U,3,4,course,1,3,0,no,no,yes,yes,no,4,5,1,3,16,16,15,15
PR,F,19,R,3,1,home,1,3,1,no,yes,yes,no,no,4,3,1,2,12,14,13,13
PR,F,17,U,3,2,home,1,2,0,no,yes,yes,yes,yes,3,2,2,3,0,7,8,0
PR,F,18,U,3,3,home,1,4,0,no,no,yes,yes,no,3,3,1,1,7,16,15,17
PR,F,17,R,3,2,home,1,2,0,no,yes,yes,yes,no,3,3,2,3,4,9,10,10
PR,F,19,U,2,1,home,1,3,1,no,yes,yes,yes,yes,3,4,1,3,4,11,12,11
PR,M,18,U,4,4,home,1,2,1,no,no,yes,yes,no,3,3,2,2,0,10,10,0
PR,M,18,U,3,4,home,1,2,0,no,no,yes,yes,yes,3,3,1,3,11,16,15,15
PR,F,17,U,2,2,home,1,2,1,no,no,yes,yes,yes,3,1,1,2,0,9,8,0
PR,F,18,U,2,3,course,1,3,0,no,no,yes,yes,no,3,3,1,2,4,11,10,10
PR,F,18,U,3,2,home,1,3,0,no,no,yes,yes,yes,4,3,2,3,7,13,13,14
PR,M,18,R,4,3,course,1,3,0,no,no,yes,yes,yes,3,2,1,2,9,16,15,16
PR,M,18,U,4,3,course,1,3,0,no,yes,yes,yes,yes,4,5,2,3,0,10,10,9
PR,F,17,U,4,3,reputation,1,3,0,no,yes,yes,yes,yes,4,3,1,3,0,13,15,15
PR,F,18,U,4,4,course,2,2,0,yes,no,yes,no,no,3,4,1,1,6,5,6,6
